"","from_id","from_name","message","created_time","type","link","id","story","likes_count","comments_count","shares_count"
"11","232716627404","陳菊 (花媽) 市長","高雄，是一座生命之城，給予我人生最大的溫暖。
這本書，是一本生命之書，記錄我過去4000天的心路歷程，字字句句都是真切。

本書尚未正式發表，就已捲起千堆雪，有人捕風捉影，有人見縫插針，有人質疑我的出書動機，甚至有人罵到我體無完膚。
我沒有太多辯駁，只是誠實面對過去。
我不想選擇遺忘，因為所有傷痛的印記都是繼續向前的動力。

眾聲喧嘩之後，請試著靜下心，聽聽花媽的心內話。
也許，您會聽到一個處處驚心動魄，卻又滿是希望與溫暖的故事。

《花媽心內話：陳菊4000天》新書發表會
●2017.12.22(五) 14：00
●陳菊(花媽)市長粉絲專頁直播","2017-12-21T13:00:00+0000","photo","https://www.facebook.com/kikuChen/photos/a.248871532404.136154.232716627404/10155188180787405/?type=3","232716627404_10155188181802405",NA,3925,264,99
"12","232716627404","陳菊 (花媽) 市長","今天是我們「Yes, we’re open! 2017高雄設計節」的開幕。高雄設計節累積了十年的設計視野，除了將「鋼雕藝術節」、「貨櫃藝術節」延續升級外，也策畫出「好漢玩字節」、「青春設計節」等新創展演品牌，帶動駁二藝術特區的觀光人潮及周邊的文創產值，成為藝術人文的新基地。

高雄，一直在改變，從亞洲新灣區的高雄展覽館、市圖新總館、水岸輕軌和明年完工的海洋文化及流行音樂中心，我們用開放性的思維，給高雄未來無限想像，就像今年設計節的主軸「設計開放中」，我們要將高雄設計節累積的能量及人才帶向全世界。

今年高雄設計節的主題之一「為市政設計」，我們將創意落實在市政設計上，邀請工務局、捷運局、社會局跨局處合作，用插畫設計來詮譯高雄厝，蓋一間從1歲到100歲都懂的房子，還邀請設計師與社會局合作讓銀髮族成為設計展的主角，以平面、插畫及影像設計，翻轉高齡生活態度，更為高雄輕軌打造美感及功能兼備的視覺標誌，讓民眾在搭乘及使用上更為便利、流暢。

這次的活動，我們非常感謝高雄在地企業熱情地參與，將企業品牌精神，結合設計師重新打造，讓設計連結在地情感與生活。

2017高雄設計節，透過市府局處、合作企業、設計團隊之間的相互合作，給高雄市民一個對未來美好城市的想像，用設計角度呈現城市最日常的議題，讓我們一步步落實，並且更期待下一個十年。","2017-12-21T09:38:12+0000","photo","https://www.facebook.com/kikuChen/photos/a.248871532404.136154.232716627404/10155188177642405/?type=3","232716627404_10155188178902405","陳菊 (花媽) 市長 added 9 new photos.",2036,43,31
"13","232716627404","陳菊 (花媽) 市長","今晚，我參加第17屆金暉獎頒獎典禮，很高興看到高雄有許多志工朋友一起熱情響應志願服務、參與公共事務。志願服務是公民意識的凝聚，也是城市進步的原動力，更是社會價值的發動機，今年國際志工日主軸「志工行動快‧服務處處在」，即讚揚志工行動的迅速及服務無所不在的精神。
 
高雄市目前有2千1百42個志工團隊及10萬9千5百36名志工，活躍於社福、環保、巡守、文化、衛生、教育等25個領域，為高雄注入許多創意與生命力。而這股力量也為高雄市勇奪全國唯一連續16年衛福部志願服務評鑑優等城市的美譽，今年我們更以社會局「長青綜合服務中心志工團」及文化局「美術館志工隊」榮獲全國績優志工團隊的殊榮！而434位獲獎志工數亦為全國之冠，其他志工相關獎項更是不勝枚舉，這樣亮眼的成績與表現，在在顯示高雄是一個充滿愛、關懷與服務的城市。

高雄市自民國80年起，與社團法人高雄市志願服務協會每2年共同舉辦「金暉獎」選拔活動，至今已辦理17屆，我們期待能啟發更多夥伴加入行列，並對所有志工的無私奉獻表達敬意。

志願服務是一項豐富自我、成就他人的美麗志業，更是社會發展的重要基石。從這些榮獲金暉獎的志工身上我們可以看見，志願服務除增進生活目標、擴大交友圈及增加學習的機會外，更能透過團隊服務發揮更多生命能量，照亮自己也照亮他人。而我更期許藉由表揚活動，帶動更多市民朋友關心自己居住的城市，共同投入志願服務的行列。","2017-12-20T14:47:42+0000","photo","https://www.facebook.com/kikuChen/photos/a.10151285260282405.452817.232716627404/10155186282157405/?type=3","232716627404_10155186282252405","陳菊 (花媽) 市長 added 3 new photos.",1777,39,28
"14","232716627404","陳菊 (花媽) 市長","大高雄在縣市合併後，城市面積躍升為六都之最，而仁武區位處原縣市交接位置，成為縣市合併後急速發展的區域，所以市府投入許多建設強化發展，包含交通、防洪、重劃、文教及公園綠地景觀等，如後港巷涵洞拓寬、鳳仁路拓寬、北屋、八卦及獅龍溪滯洪池、改善九番埤及草潭埤排水渠道、第84、92期市地重劃、新建第四救災救護大隊仁武分隊及大正路雨水下水道興建工程等，藉此提升仁武區民眾的居住品質。

今天進行上梁典禮的「高雄市仁武區大灣綜合活動中心新建工程」預計於明年完工，完工後也會與當地里長合作，導入關懷據點、老人共餐、媽媽教室等做為在地里社福基地，將活動中心朝向兼具社福、長照、休閒等多功能建築佈建，除更加有效運用資源，也符合市府社福政策。

市府團隊會持續努力，推動高雄各區建設，提升市民朋友的生活品質。","2017-12-20T06:39:04+0000","photo","https://www.facebook.com/kikuChen/photos/a.248871532404.136154.232716627404/10155185571882405/?type=3","232716627404_10155185572932405","陳菊 (花媽) 市長 added 4 new photos.",2041,42,28
"15","232716627404","陳菊 (花媽) 市長","為了協助高雄在地商圈發展，高市府從民國88年起就開始舉辦「高雄過好年」活動，至今也已邁入第20年。從當初三鳳中街開始，陸續加入後驛商圈、長明街、光華夜市、南華商圈、鹽埕商圈、大連街、六合夜市、新堀江商圈等，近年我們持續擴大合作的對象，包括大統、漢神巨蛋、夢時代、大魯閣草衙道等百貨，漢來、君鴻、寒軒等飯店及中華航空、長榮航空、TOYOTA汽車及光陽機車等。所有的活動內容及優惠訊息都會結合APP，透過科技行銷的方式讓民眾快速獲得商圈資訊，落實民眾生活智慧化。

這十餘年，市府團隊努力建設高雄，從亞洲新灣區到發展城鄉平衡的公共建設，我們也成立「南台灣產業跨領域創新中心」，努力發展高雄成為台灣重要的新南向研發基地，引進創投資金、活絡新創產業並鼓勵青年創新創業在高雄深根。

「高雄過好年」從一個街區的活動發展至今已是全高雄市的商圈活動，將傳統採買結合行動科技，逐漸打造成為高雄的年節品牌。我們會繼續努力，讓「高雄過好年」朝下一個20年邁進。

「2018高雄過好年」正式啟動！歡迎大家即日起至107年2月28日，來高雄、過好年。
---
相關資訊及網站：http://dagoshopping.com/","2017-12-19T06:35:53+0000","photo","https://www.facebook.com/kikuChen/photos/a.248871532404.136154.232716627404/10155183081842405/?type=3","232716627404_10155183082617405","陳菊 (花媽) 市長 added 3 new photos.",2183,61,29
"16","232716627404","陳菊 (花媽) 市長","水管路、鳳仁路是仁武區重要道路，包括仁大工業區、仁武工業區槽車、貨櫃車等車輛都會使用這條道路，車流量極高。上個月我來會勘水管路路面時，有許多議員、里長和市民也反應鳳仁路的路面破碎嚴重，尤其下雨後更加危險，所以在水管路11月10日完成刨鋪後，我立即要求市府團隊進行評估，並籌措經費進行鳳仁路路面改善。

為了維持民眾通行安全，我們在鳳仁路刨鋪的級配與水管路相同，採用轉爐石作為粗粒料，提升道路平坦度及耐久性，並且在道路刨鋪前均進行測量及人手孔下地作業，派員進駐瀝青場，落實材料源頭品質管理，道路鋪設完成後，嚴格執行養護6小時，就是希望有效提昇路面品質及使用年限。

仁武區鳳仁路(鳳仁路225巷~國道1)的工程將在近期進行全面刨鋪，希望如期如質趕在年底前完成。施工期間造成的不便，也請所有用路人多多體諒，感謝大家。","2017-12-18T13:30:00+0000","photo","https://www.facebook.com/kikuChen/photos/a.248871532404.136154.232716627404/10155180862882405/?type=3","232716627404_10155180872402405","陳菊 (花媽) 市長 added 3 new photos.",2382,60,24
"17","232716627404","陳菊 (花媽) 市長","今天，我參加了「日本臺灣雙邊材料科學研討會暨台大策略材料國際研究中心工作坊開幕儀式」。

高雄因為肩負國家產業發展政策的重任，所以金屬和石化產業成為台灣及高雄重要的經濟命脈。但在國際競爭的情勢及環保意識崛起的氛圍下，傳統金屬與石化產業必須升級，走向環境友善的綠色高值材料。為此，我們希望利用2015年熄燈的台灣中油公司舊高雄煉油廠區，將其轉型開發為國家級「新材料循環經濟產業研發專區」，專注在高值、高機能、綠色與環保材料的開發，所以，在今年8月，我們與臺大陳文章院長、中山陳英忠副校長等學者特別前往日本NIMS國立物質材料研究機構。

NIMS在日本國內的學術研究成績頂尖，也是全世界研究機構的佼佼者，我們十分期待台日之間對我們即將設立的材料研發專區可以進行更深入的合作，汲取NIMS的成功經驗作為我們未來專區規劃的重要參考。

人才培育是科學研究最重要的基礎，而最好的培育方式就是讓大學與研究機構深入合作，所以在今年的9月，我們邀請了台灣大學、成功大學與中山大學三校簽署成立「材料國際學院」的合作意向書，作為發展研發專區的第一步。

期待明年9月「材料國際學院」正式開班，為南台灣培養優秀的國際材料人才，也希望未來「材料國際學院」成為台灣材料科技領域接軌國際的窗口。","2017-12-18T09:56:13+0000","photo","https://www.facebook.com/kikuChen/photos/a.248871532404.136154.232716627404/10155180844017405/?type=3","232716627404_10155180844472405","陳菊 (花媽) 市長 added 4 new photos.",1446,15,7
"18","232716627404","陳菊 (花媽) 市長","今天很高興，參加了《幸福路上》的電影首映會。

宋欣穎導演在2013年拍了12分鐘版本的《幸福路上》，參加高雄電影節的國際短片競賽，不僅獲得優選，更獲得觀眾票選獎，讓我們看見宋導演說故事的獨特魅力，因此當導演計畫將《幸福路上》發展成長片時，立即成為「高雄人」首次投資的優質動畫。導演花了四年的時間完成這部作品，不僅入選釜山影展「年度動畫單元」，也獲選為今年金馬影展閉幕片。

《幸福路上》呈現臺灣80年代至今各種時代變遷，讓我回想起許多記憶，電影也藉著女主角經歷，訴說外出遊子歸鄉後的真切感，以及幸福其實可以很簡單的概念，整部電影有著滿滿的能量，這是屬於臺灣、關於高雄的原創動畫作品，透過與這塊土地連結的故事，讓我們更認識自己，也發掘自己在世界上獨一無二的價值。

《幸福路上》將於明年1月5日上映，我推薦大家這部電影，一起來看看這部屬於台灣人的動畫電影，或許電影裡訴說著的，也是你我的生命故事。","2017-12-17T15:44:21+0000","photo","https://www.facebook.com/kikuChen/photos/a.10151285260282405.452817.232716627404/10155178957067405/?type=3","232716627404_10155178957122405","陳菊 (花媽) 市長 added 3 new photos.",1695,30,21
"19","232716627404","陳菊 (花媽) 市長","高雄自大船大港的「南方工業城市」，走過很長佮艱苦的道路，才轉型變做藝術文化的「國際幸福城市」，大家看到高雄變佮不仝款、變佮卡水。因為這幾年來，真多高雄和位台灣不仝所在的創作者，透過文學介紹高雄多元的面容，也透過文學一點一滴改變高雄的文化。

為著乎咱高雄作家的創作會當在全國乎大家看見，市府文化局佮國內出版社合作推出真多計畫，乎高雄的歷史記憶透過文學創作乎被人看見。

市府文化局這幾年大力補助文學創作，咱逐年舉辦「打狗鳳邑文學獎」，包括「創作獎助」、「出版獎助」、「圖文出版」等計畫，出版將近150本冊。培養真多新的文學創作人才，乎伊會當惦台灣文壇出頭天。

為了欲推廣讀冊，市府興建了包括新圖書總館在內14個圖書館，也改造30多個圖書分館的空間。而且為著滿足不仝使用者的需求，咱在圖書館提供真多圖書資源佮活動，乎大高雄60間圖書館變作市民尚在地的知識中心。

打狗鳳邑文學獎到今年已經第七年，佇這我欲感謝所有的參與者，因為大家的幫贊，乎高雄文學可使吸收新的力量，打造出打狗鳳邑文學獎多元創新的南方文學。","2017-12-17T09:57:18+0000","photo","https://www.facebook.com/kikuChen/photos/a.10151285260282405.452817.232716627404/10155178366887405/?type=3","232716627404_10155178367212405","陳菊 (花媽) 市長 added 5 new photos.",1783,32,24
"20","232716627404","陳菊 (花媽) 市長","每年年末，即將邁入新年之際，也是我們最精彩盛大、最溫馨的大氣球遊行的時刻。

大氣球遊行在高雄已經堂堂邁入第10年，今年遊行隊伍陣容一樣豐富，除了25顆卡通大氣球以外，還有一個花媽大氣球；此外，也有今年才在哈瑪星「生態交通全球盛典」出現過的gogoro、無人小巴等團隊，以及我們高雄的世大運選手，和經過全台徵選脫穎而出的熱舞隊伍，總共30組以上的表演團體，帶給大家最精彩的演出。

也因為明年是狗年，所以我們特別徵集寵物家庭一起參與遊行，真的是「有『夠』歡喜」！

今天天氣晴朗，很適合散步遊行，看著市民朋友攜家帶眷，手牽著手，跟著遊行隊伍漫步著，享受和家人朋友的歡聚時刻，讓我感到很開心。

12月31日在這裡還有高雄夢時代跨年派對，歡迎大家來高雄，一起迎向新的一年。","2017-12-16T15:18:07+0000","photo","https://www.facebook.com/kikuChen/photos/a.10151285260282405.452817.232716627404/10155176406292405/?type=3","232716627404_10155176406452405","陳菊 (花媽) 市長 added 5 new photos.",6566,80,60
"21","232716627404","陳菊 (花媽) 市長","離開左營後，賴院長前往亞洲新灣區視察高雄體感科技發展現況，並實際體驗全球首座體感科技體驗中心科技i-Ride。

高雄的數位科技公司智崴經過多年的努力，成功打進歐美與日本的遊樂設備市場，目前在全球主題樂園高階市占率達到4成，這傲人的成績，除了是高雄之光外，更是台灣之光。

一直以來，高雄積極協助產業轉型，特別在數位內容的部分，是我們重點發展產業。自2010年起，廠商由46家成長到217家，創造近萬個就業機會及百億商機，而今產業群聚成型，得以形成供應鏈輸出國際，奠定高雄產業轉型發展的脈絡。此外，我們也全力發展體感產業，除積極招商外，也爭取前瞻體感科技園區落腳高雄，並協助既有數位內容業者投入體感科技相關內容及應用開發，更前往國外拜會體感科技相關業者，盼爭取跨國合作商機，為體感科技產業搭建國際商機媒合平台。我們用實際行動，支持產業發展，期盼前瞻基礎建設體感計畫能夠在高雄打造體感科技聚落，成為國際體感科技重鎮，為台灣業者開拓國際商機，加速建立台灣體感科技產業生態系。

結束體感科技的體驗，賴院長更搭乘高雄輕軌前往C11真愛碼頭站聽取海洋流行音樂中心簡報。除親自體驗高雄輕軌外，也參觀沿線亞洲新灣區的建設，包括「高雄展覽館」、「高雄港埠旅運中心」、「高雄市立圖書館總館」等。
  
非常感謝這兩天賴院長帶領行政院團隊南下關心高雄的發展，更感謝賴院長及中央對高雄市的支持與協助，期待未來地方、中央持續合作，讓高雄成為新南向的基地、台灣璀璨的南方之星、怡人宜居的高雄。","2017-12-16T12:01:07+0000","photo","https://www.facebook.com/kikuChen/photos/a.248871532404.136154.232716627404/10155175939552405/?type=3","232716627404_10155175941462405","陳菊 (花媽) 市長 added 3 new photos.",4174,67,35
